user_id,watch_time_hours,total_sessions,avg_session_mins,weekday_watch_ratio,recency_days,short_session_ratio,top_genres
USR-3488,53.9,42,59.0,0.51,2.0,0.37,"Comedy,Action,Horror"
USR-3489,24.6,17,19.2,0.55,4.0,0.66,"Animation,Comedy"
USR-3490,2.8,2,29.6,0.24,24.0,0.49,"Comedy,Documentary"
USR-3491,11.7,37,26.8,0.35,7.0,0.84,Animation
USR-3492,53.5,44,54.2,0.48,5.0,0.41,"Action,Comedy,Romance,Horror,Animation"
USR-3493,17.6,15,14.9,0.49,7.0,0.68,Romance
USR-3494,60.1,68,101.0,0.61,1.0,0.11,"Thriller,Action,Sci-Fi"
USR-3495,3.3,4,25.5,0.59,38.0,0.67,Documentary
USR-3496,2.0,3,15.9,0.25,39.0,0.53,"Comedy,Drama"
USR-3497,11.6,36,20.6,0.46,6.0,0.67,Romance
USR-3498,74.7,39,74.8,0.66,1.0,0.15,"Thriller,Action,Sci-Fi"
USR-3499,64.2,31,84.5,0.52,2.0,0.1,"Sci-Fi,Thriller,Action"
USR-3500,11.9,30,23.3,0.59,3.0,0.82,"Animation,Romance"
USR-3501,57.5,38,53.2,0.4,1.0,0.43,"Sci-Fi,Horror,Drama,Documentary,Thriller"
USR-3502,56.4,65,126.0,0.57,1.0,0.16,"Sci-Fi,Action,Thriller"
USR-3503,8.5,32,30.3,0.46,2.0,0.69,"Animation,Romance"
USR-3504,3.8,3,12.8,0.33,30.0,0.33,Comedy
USR-3505,33.6,57,36.4,0.58,3.0,0.3,"Comedy,Romance,Animation,Action,Drama"
USR-3506,7.1,32,20.2,0.53,4.0,0.74,"Animation,Romance"
USR-3507,8.9,5,8.1,0.39,10.0,0.58,"Drama,Comedy"
USR-3508,48.2,28,108.2,0.55,4.0,0.06,"Action,Sci-Fi"
USR-3509,22.0,20,17.4,0.42,9.0,0.66,"Romance,Animation"
USR-3510,3.2,4,17.3,0.22,12.0,0.36,Drama
USR-3511,71.5,45,77.9,0.8,3.0,0.09,"Thriller,Sci-Fi,Action"
USR-3512,22.6,69,96.3,0.63,2.0,0.1,"Thriller,Action"
USR-3513,10.9,25,17.3,0.32,8.0,0.69,"Animation,Romance"
USR-3514,55.5,40,60.1,0.48,2.0,0.42,"Romance,Drama,Horror"
USR-3515,44.5,59,37.4,0.65,3.0,0.5,"Drama,Comedy,Romance,Animation,Thriller"
USR-3516,53.5,32,38.3,0.67,4.0,0.4,"Romance,Documentary,Drama"
USR-3517,88.0,27,113.7,0.61,3.0,0.11,"Action,Sci-Fi,Thriller"
USR-3518,14.0,28,15.0,0.52,9.0,0.69,Comedy
USR-3519,19.0,19,23.1,0.58,2.0,0.66,Romance
USR-3520,26.4,56,53.9,0.42,2.0,0.21,"Romance,Action,Thriller,Horror,Drama"
USR-3521,57.8,30,90.1,0.64,2.0,0.08,"Thriller,Action"
USR-3522,6.4,2,18.2,0.26,21.0,0.4,"Documentary,Comedy"
USR-3523,58.2,26,73.5,0.78,2.0,0.13,"Thriller,Sci-Fi,Action"
USR-3524,40.4,59,45.4,0.42,1.0,0.44,"Comedy,Documentary,Romance,Sci-Fi,Horror"
USR-3525,18.6,18,26.5,0.42,7.0,0.76,"Animation,Comedy"
USR-3526,57.1,55,94.8,0.8,1.0,0.2,"Sci-Fi,Thriller,Action"
USR-3527,3.1,7,13.7,0.68,14.0,0.47,Comedy
USR-3528,26.0,50,50.1,0.44,2.0,0.46,"Horror,Sci-Fi,Comedy,Action,Thriller"
USR-3529,13.2,29,20.2,0.48,3.0,0.74,"Comedy,Romance"
USR-3530,38.2,44,54.1,0.49,4.0,0.25,"Sci-Fi,Action,Comedy,Drama"
USR-3531,58.6,29,74.4,0.56,2.0,0.1,"Thriller,Action,Sci-Fi"
USR-3532,25.6,34,26.4,0.37,8.0,0.69,"Comedy,Romance"
USR-3533,18.6,18,38.2,0.42,4.0,0.68,"Comedy,Animation"
USR-3534,41.8,41,38.7,0.53,1.0,0.31,"Documentary,Animation,Drama"
USR-3535,58.9,29,84.0,0.63,4.0,0.14,"Sci-Fi,Thriller"
USR-3536,11.3,22,23.5,0.34,9.0,0.61,Animation
USR-3537,23.0,32,22.0,0.49,8.0,0.62,Romance
USR-3538,21.4,37,29.7,0.47,2.0,0.63,Comedy
USR-3539,14.2,38,41.6,0.41,2.0,0.79,"Comedy,Animation"
USR-3540,8.1,1,22.2,0.29,10.0,0.62,"Drama,Documentary"
USR-3541,6.0,5,5.0,0.67,44.0,0.54,"Comedy,Documentary"
USR-3542,23.4,20,36.0,0.58,8.0,0.62,"Animation,Romance"
USR-3543,47.1,43,67.7,0.57,6.0,0.46,"Romance,Sci-Fi,Animation,Thriller,Comedy"
USR-3544,5.7,5,26.3,0.71,32.0,0.63,"Comedy,Documentary"
USR-3545,38.6,62,105.6,0.51,1.0,0.09,"Thriller,Sci-Fi,Action"
USR-3546,70.4,48,88.6,0.75,1.0,0.08,"Thriller,Action,Sci-Fi"
USR-3547,86.2,39,78.1,0.58,3.0,0.17,"Sci-Fi,Action"
USR-3548,6.5,6,32.6,0.22,38.0,0.48,Comedy
USR-3549,3.1,3,10.6,0.55,16.0,0.7,"Drama,Documentary"
USR-3550,29.4,52,57.5,0.42,2.0,0.35,"Sci-Fi,Horror,Romance,Thriller,Action"
USR-3551,31.4,38,42.9,0.46,1.0,0.26,"Sci-Fi,Horror,Comedy,Romance,Animation"
USR-3552,11.7,25,25.9,0.38,6.0,0.61,"Romance,Animation"
USR-3553,3.4,2,12.6,0.29,44.0,0.62,"Documentary,Comedy"
USR-3554,12.2,18,25.4,0.48,6.0,0.81,"Animation,Comedy"
USR-3555,6.1,2,9.3,0.62,24.0,0.41,"Documentary,Comedy"
USR-3556,3.2,5,23.5,0.46,15.0,0.31,"Drama,Documentary"
USR-3557,14.3,33,26.3,0.6,2.0,0.86,Animation
USR-3558,72.2,51,50.8,0.58,5.0,0.37,"Comedy,Animation,Sci-Fi,Drama"
USR-3559,49.0,47,110.5,0.7,2.0,0.2,"Sci-Fi,Action,Thriller"
USR-3560,4.6,3,30.4,0.59,11.0,0.4,"Documentary,Comedy"
USR-3561,54.2,49,40.7,0.59,3.0,0.39,"Sci-Fi,Romance,Horror"
USR-3562,14.3,28,34.3,0.5,8.0,0.67,"Animation,Comedy"
USR-3563,14.4,30,15.0,0.55,8.0,0.84,Comedy
USR-3564,18.0,34,26.5,0.51,3.0,0.83,"Animation,Comedy"
USR-3565,18.3,20,19.6,0.43,6.0,0.74,"Comedy,Romance"
USR-3566,20.5,39,29.9,0.47,5.0,0.36,"Documentary,Action,Horror,Sci-Fi"
USR-3567,34.6,58,35.6,0.55,5.0,0.22,"Documentary,Animation,Action,Romance"
USR-3568,36.2,57,64.0,0.67,5.0,0.44,"Comedy,Romance,Horror,Animation"
USR-3569,11.1,16,7.4,0.33,6.0,0.89,"Animation,Comedy"
USR-3570,23.8,32,35.6,0.35,3.0,0.68,"Animation,Romance"
USR-3571,6.7,3,17.5,0.49,44.0,0.65,Comedy
USR-3572,13.9,33,30.4,0.33,3.0,0.75,Comedy
USR-3573,35.3,41,105.5,0.55,3.0,0.13,"Action,Sci-Fi,Thriller"
USR-3574,2.6,3,22.9,0.8,35.0,0.36,Comedy
USR-3575,24.8,38,53.0,0.48,3.0,0.23,"Documentary,Action,Sci-Fi,Drama"
USR-3576,45.9,41,40.0,0.61,6.0,0.46,"Horror,Thriller,Comedy,Romance"
USR-3577,26.8,21,23.7,0.59,2.0,0.66,"Animation,Comedy"
USR-3578,11.4,21,17.1,0.43,8.0,0.83,"Animation,Comedy"
USR-3579,67.3,36,98.4,0.71,2.0,0.11,"Thriller,Sci-Fi"
USR-3580,4.9,3,15.4,0.77,31.0,0.61,"Documentary,Drama"
USR-3581,8.2,1,23.1,0.47,40.0,0.38,"Comedy,Documentary"
USR-3582,83.1,61,75.9,0.5,4.0,0.06,"Sci-Fi,Action"
USR-3583,20.1,34,28.6,0.43,7.0,0.76,"Comedy,Romance"
USR-3584,109.0,29,121.9,0.57,4.0,0.09,"Thriller,Sci-Fi,Action"
USR-3585,50.8,46,68.8,0.54,5.0,0.39,"Thriller,Animation,Action,Horror,Documentary"
USR-3586,17.1,37,22.8,0.57,4.0,0.76,"Animation,Comedy"
USR-3587,19.1,26,28.2,0.51,5.0,0.81,Comedy
USR-3588,75.2,27,107.2,0.71,2.0,0.08,"Sci-Fi,Action,Thriller"
USR-3589,22.6,28,38.6,0.49,9.0,0.68,Comedy
USR-3590,0.5,3,18.1,0.35,30.0,0.63,"Comedy,Drama"
USR-3591,51.2,59,47.6,0.44,6.0,0.46,"Animation,Documentary,Thriller,Drama"
USR-3592,12.2,24,26.5,0.44,8.0,0.77,"Romance,Comedy"
USR-3593,0.5,22,19.7,0.44,7.0,0.76,"Comedy,Romance"
USR-3594,39.3,34,43.9,0.7,5.0,0.31,"Documentary,Drama,Animation,Comedy,Thriller"
USR-3595,44.7,34,69.1,0.58,3.0,0.12,"Thriller,Sci-Fi,Action"
USR-3596,79.1,29,77.3,0.73,4.0,0.09,"Action,Thriller"
USR-3597,5.3,1,23.1,0.69,24.0,0.57,Drama
USR-3598,104.4,43,98.3,0.59,4.0,0.09,"Sci-Fi,Action,Thriller"
USR-3599,71.7,64,100.7,0.75,4.0,0.1,"Action,Sci-Fi"
USR-3600,8.1,19,30.6,0.3,9.0,0.66,Romance
USR-3601,59.2,41,94.8,0.5,2.0,0.14,"Action,Thriller,Sci-Fi"
USR-3602,6.5,20,29.6,0.47,6.0,0.78,"Romance,Animation"
USR-3603,63.8,34,51.4,0.69,2.0,0.19,"Sci-Fi,Thriller"
USR-3604,68.8,53,48.5,0.61,6.0,0.34,"Horror,Comedy,Documentary,Thriller"
USR-3605,38.7,43,64.5,0.65,6.0,0.46,"Drama,Animation,Sci-Fi,Romance"
USR-3606,33.6,40,35.2,0.42,5.0,0.47,"Animation,Documentary,Horror"
USR-3607,42.7,46,41.2,0.68,1.0,0.32,"Animation,Romance,Sci-Fi"
USR-3608,66.5,52,70.8,0.67,3.0,0.12,"Action,Sci-Fi,Thriller"
USR-3609,18.3,35,31.3,0.54,3.0,0.66,"Comedy,Romance"
USR-3610,39.7,35,74.6,0.78,4.0,0.14,"Action,Sci-Fi"
USR-3611,71.3,47,86.9,0.52,1.0,0.11,"Action,Sci-Fi"
USR-3612,65.5,25,103.3,0.7,4.0,0.06,"Action,Sci-Fi"
USR-3613,48.6,37,49.2,0.42,4.0,0.31,"Sci-Fi,Romance,Thriller,Horror,Drama"
USR-3614,69.5,51,49.6,0.74,2.0,0.19,"Thriller,Action"
USR-3615,40.4,33,78.4,0.68,4.0,0.1,"Action,Thriller,Sci-Fi"
USR-3616,47.4,59,88.3,0.58,1.0,0.09,"Thriller,Sci-Fi"
USR-3617,66.3,64,114.6,0.52,4.0,0.08,"Action,Sci-Fi,Thriller"
USR-3618,1.9,6,22.4,0.71,19.0,0.41,"Comedy,Documentary"
USR-3619,5.4,4,14.5,0.33,22.0,0.45,Documentary
USR-3620,48.2,32,72.9,0.67,2.0,0.14,"Sci-Fi,Action"
USR-3621,68.6,37,67.1,0.48,2.0,0.26,"Horror,Documentary,Animation,Comedy"
USR-3622,68.2,52,101.9,0.71,4.0,0.19,"Action,Sci-Fi"
USR-3623,14.5,19,17.1,0.44,1.0,0.9,Animation
USR-3624,11.6,47,50.9,0.53,5.0,0.48,"Sci-Fi,Horror,Documentary"
USR-3625,75.1,52,84.4,0.51,4.0,0.07,"Thriller,Action,Sci-Fi"
USR-3626,7.7,4,11.8,0.56,32.0,0.3,Documentary
USR-3627,4.8,6,40.5,0.21,37.0,0.67,"Documentary,Drama"
USR-3628,94.0,57,74.3,0.7,1.0,0.19,"Sci-Fi,Thriller"
USR-3629,3.0,2,16.4,0.22,34.0,0.6,Documentary
USR-3630,20.3,22,27.3,0.54,4.0,0.82,"Animation,Comedy"
USR-3631,40.6,42,50.0,0.56,6.0,0.3,"Comedy,Sci-Fi,Romance"
USR-3632,73.8,56,64.7,0.8,4.0,0.1,"Sci-Fi,Action"
USR-3633,6.1,7,29.4,0.33,10.0,0.36,Drama
USR-3634,21.7,28,36.3,0.3,7.0,0.79,"Comedy,Animation"
USR-3635,14.5,32,30.9,0.45,6.0,0.88,Comedy
USR-3636,9.1,32,11.9,0.53,8.0,0.7,Comedy
USR-3637,13.8,15,17.0,0.54,2.0,0.79,"Comedy,Animation"
USR-3638,74.2,66,98.1,0.53,1.0,0.06,"Sci-Fi,Thriller,Action"
USR-3639,53.3,30,81.2,0.73,1.0,0.18,"Thriller,Sci-Fi"
USR-3640,16.3,28,29.2,0.31,7.0,0.68,"Animation,Romance"
USR-3641,17.3,15,21.4,0.47,8.0,0.81,"Animation,Romance"
USR-3642,2.9,30,18.2,0.56,8.0,0.79,"Romance,Comedy"
USR-3643,5.5,6,9.0,0.62,31.0,0.3,"Comedy,Documentary"
USR-3644,22.6,48,51.1,0.41,4.0,0.43,"Animation,Drama,Romance"
USR-3645,42.8,56,35.1,0.67,1.0,0.24,"Romance,Comedy,Thriller,Action,Animation"
USR-3646,69.2,59,96.7,0.78,3.0,0.16,"Thriller,Action"
USR-3647,15.2,23,17.3,0.37,9.0,0.69,Romance
USR-3648,38.6,58,42.0,0.43,4.0,0.48,"Comedy,Horror,Documentary,Thriller,Sci-Fi"
USR-3649,12.2,33,34.6,0.5,5.0,0.69,"Romance,Comedy"
USR-3650,81.2,36,61.5,0.7,1.0,0.06,"Thriller,Action"
USR-3651,36.1,33,97.2,0.7,3.0,0.13,"Thriller,Action"
USR-3652,6.4,6,6.4,0.3,10.0,0.62,Drama
USR-3653,47.4,33,48.1,0.61,5.0,0.41,"Animation,Documentary,Comedy,Action"
USR-3654,20.1,34,9.2,0.56,2.0,0.83,"Comedy,Romance"
USR-3655,24.2,36,15.5,0.49,4.0,0.75,"Romance,Comedy"
USR-3656,57.8,34,113.1,0.57,2.0,0.06,"Thriller,Sci-Fi"
USR-3657,83.8,35,78.2,0.56,1.0,0.08,"Action,Sci-Fi"
USR-3658,38.1,39,44.3,0.66,2.0,0.21,"Comedy,Documentary,Thriller"
USR-3659,19.9,38,12.1,0.33,6.0,0.88,"Romance,Animation"
USR-3660,1.8,3,36.7,0.3,38.0,0.31,Drama
USR-3661,4.0,2,28.9,0.45,34.0,0.34,"Drama,Comedy"
USR-3662,48.9,44,58.2,0.58,3.0,0.46,"Sci-Fi,Animation,Romance"
USR-3663,61.3,44,81.8,0.6,4.0,0.08,"Action,Sci-Fi"
USR-3664,18.7,50,25.9,0.66,6.0,0.33,"Romance,Comedy,Sci-Fi,Drama,Animation"
USR-3665,28.4,45,72.1,0.49,4.0,0.37,"Sci-Fi,Comedy,Animation"
USR-3666,2.7,6,23.9,0.32,10.0,0.68,Comedy
USR-3667,42.7,62,68.7,0.56,2.0,0.06,"Action,Thriller,Sci-Fi"
USR-3668,46.4,62,96.2,0.61,3.0,0.05,"Sci-Fi,Action,Thriller"
USR-3669,40.0,47,77.3,0.52,4.0,0.41,"Horror,Romance,Documentary,Action"
USR-3670,61.3,52,104.6,0.53,4.0,0.1,"Sci-Fi,Thriller,Action"
USR-3671,17.0,52,43.0,0.58,1.0,0.43,"Horror,Sci-Fi,Comedy"
USR-3672,18.9,31,36.9,0.41,2.0,0.7,Comedy
USR-3673,0.5,7,36.5,0.69,22.0,0.6,"Drama,Comedy"
USR-3674,3.1,6,12.9,0.44,41.0,0.55,Drama
USR-3675,14.2,37,33.0,0.35,5.0,0.68,Animation
USR-3676,61.2,43,74.2,0.78,3.0,0.06,"Action,Thriller"
USR-3677,39.1,47,55.8,0.43,5.0,0.43,"Drama,Animation,Action,Horror"
USR-3678,15.3,15,21.3,0.54,6.0,0.75,Comedy
USR-3679,0.5,7,23.3,0.74,42.0,0.51,Comedy
USR-3680,27.1,33,18.4,0.5,7.0,0.77,"Comedy,Romance"
USR-3681,14.2,33,25.7,0.46,4.0,0.86,"Romance,Animation"
USR-3682,44.9,35,27.1,0.43,6.0,0.33,"Animation,Documentary,Comedy,Drama"
USR-3683,33.7,36,59.6,0.55,4.0,0.27,"Thriller,Comedy,Romance"
USR-3684,32.3,39,66.0,0.66,1.0,0.36,"Comedy,Action,Animation"
USR-3685,19.9,25,36.4,0.46,6.0,0.61,"Comedy,Animation"
USR-3686,38.2,54,67.0,0.63,3.0,0.07,"Sci-Fi,Thriller"
USR-3687,70.5,38,95.1,0.74,1.0,0.18,"Action,Thriller,Sci-Fi"
USR-3688,1.3,5,22.1,0.22,26.0,0.35,Drama
USR-3689,24.3,17,23.1,0.38,8.0,0.8,"Animation,Comedy"
USR-3690,47.2,56,56.5,0.42,2.0,0.42,"Romance,Comedy,Horror,Documentary,Thriller"
USR-3691,46.6,67,67.3,0.52,2.0,0.12,"Action,Thriller"
USR-3692,70.9,55,109.2,0.78,2.0,0.17,"Sci-Fi,Action,Thriller"
USR-3693,0.5,1,8.2,0.47,33.0,0.39,"Documentary,Drama"
USR-3694,73.2,56,48.8,0.61,1.0,0.4,"Thriller,Romance,Documentary,Drama"
USR-3695,64.9,59,107.4,0.76,1.0,0.1,"Sci-Fi,Action"
USR-3696,49.5,59,38.0,0.64,2.0,0.39,"Comedy,Drama,Documentary,Sci-Fi,Horror"
USR-3697,36.6,36,74.0,0.5,2.0,0.4,"Action,Animation,Horror"
USR-3698,26.6,16,24.6,0.54,2.0,0.67,"Comedy,Romance"
USR-3699,2.6,3,14.4,0.76,19.0,0.3,"Drama,Comedy"
USR-3700,61.5,31,44.6,0.57,3.0,0.36,"Romance,Drama,Animation,Action"
USR-3701,14.4,15,11.7,0.42,9.0,0.84,Comedy
USR-3702,3.6,2,13.4,0.29,44.0,0.4,"Drama,Documentary"
USR-3703,14.1,29,25.2,0.55,2.0,0.83,"Romance,Comedy"
USR-3704,57.9,43,58.6,0.55,4.0,0.34,"Sci-Fi,Animation,Drama,Comedy"
USR-3705,4.7,4,5.0,0.46,27.0,0.66,Drama
USR-3706,40.7,35,99.4,0.5,1.0,0.05,"Thriller,Action"
USR-3707,22.1,32,50.0,0.64,4.0,0.26,"Horror,Romance,Action"
USR-3708,10.3,15,24.5,0.37,8.0,0.85,Romance
USR-3709,23.3,35,7.2,0.35,4.0,0.71,"Animation,Romance"
USR-3710,20.3,47,48.6,0.65,3.0,0.25,"Sci-Fi,Comedy,Action,Romance,Drama"
USR-3711,26.7,57,48.8,0.62,4.0,0.37,"Comedy,Sci-Fi,Romance,Drama"
USR-3712,18.4,49,38.2,0.51,2.0,0.22,"Action,Animation,Sci-Fi"
USR-3713,19.6,15,12.0,0.5,4.0,0.87,"Animation,Comedy"
USR-3714,7.7,31,21.4,0.59,8.0,0.69,Animation
USR-3715,61.5,32,45.8,0.53,4.0,0.43,"Romance,Thriller,Action,Animation"
USR-3716,23.3,22,21.5,0.47,3.0,0.6,"Comedy,Animation"
USR-3717,8.8,29,30.8,0.5,9.0,0.66,"Comedy,Romance"
USR-3718,17.3,37,16.6,0.31,2.0,0.69,"Romance,Animation"
USR-3719,2.1,24,18.9,0.56,9.0,0.86,Romance
USR-3720,18.1,22,29.8,0.33,7.0,0.63,"Comedy,Romance"
USR-3721,72.7,56,60.9,0.76,2.0,0.09,"Action,Thriller"
USR-3722,2.7,6,10.2,0.35,19.0,0.58,Documentary
USR-3723,2.6,5,5.0,0.21,23.0,0.68,Documentary
USR-3724,78.2,62,90.3,0.67,1.0,0.07,"Thriller,Action"
USR-3725,0.5,7,5.8,0.62,35.0,0.53,Comedy
USR-3726,69.8,51,96.2,0.53,4.0,0.17,"Action,Thriller"
USR-3727,7.6,32,26.7,0.59,5.0,0.69,"Animation,Romance"
USR-3728,0.5,6,14.8,0.57,35.0,0.57,Drama
USR-3729,88.3,29,100.4,0.78,3.0,0.18,"Action,Thriller"
USR-3730,62.9,27,64.1,0.69,1.0,0.15,"Thriller,Action,Sci-Fi"
USR-3731,72.1,68,54.4,0.57,4.0,0.19,"Action,Thriller,Sci-Fi"
USR-3732,22.1,26,21.6,0.4,1.0,0.75,"Comedy,Animation"
USR-3733,19.3,25,18.1,0.53,2.0,0.82,"Animation,Romance"
USR-3734,13.2,26,19.5,0.42,2.0,0.72,Animation
USR-3735,37.0,35,29.5,0.42,5.0,0.27,"Romance,Action,Animation,Documentary,Horror"
USR-3736,2.7,1,5.0,0.21,13.0,0.37,"Drama,Documentary"
USR-3737,4.1,2,20.8,0.32,20.0,0.33,Drama
USR-3738,28.9,58,61.3,0.61,4.0,0.45,"Romance,Sci-Fi,Animation,Thriller,Documentary"
USR-3739,7.6,4,35.6,0.59,15.0,0.4,Drama
USR-3740,2.2,7,24.6,0.57,27.0,0.33,Comedy
USR-3741,17.0,36,43.1,0.52,6.0,0.3,"Drama,Action,Sci-Fi,Thriller,Romance"
USR-3742,91.9,41,100.4,0.53,4.0,0.1,"Sci-Fi,Thriller"
USR-3743,69.0,50,110.7,0.53,2.0,0.19,"Action,Thriller,Sci-Fi"
USR-3744,21.8,59,51.1,0.48,3.0,0.3,"Horror,Sci-Fi,Thriller,Action,Drama"
USR-3745,57.5,68,82.9,0.54,2.0,0.15,"Sci-Fi,Thriller,Action"
USR-3746,23.7,22,32.7,0.42,5.0,0.86,Comedy
USR-3747,22.7,29,25.8,0.46,6.0,0.84,Animation
USR-3748,52.9,53,78.3,0.52,3.0,0.16,"Thriller,Sci-Fi,Action"
USR-3749,61.0,56,110.0,0.64,2.0,0.16,"Action,Sci-Fi"
USR-3750,19.0,49,61.6,0.63,3.0,0.2,"Romance,Drama,Thriller"
USR-3751,9.6,35,35.1,0.47,6.0,0.28,"Animation,Sci-Fi,Romance,Horror"
USR-3752,65.7,49,52.1,0.59,4.0,0.11,"Sci-Fi,Thriller,Action"
USR-3753,20.5,21,28.7,0.39,5.0,0.68,"Animation,Comedy"
USR-3754,21.4,32,11.8,0.37,9.0,0.72,Comedy
USR-3755,13.3,35,21.6,0.37,8.0,0.6,"Romance,Animation"
USR-3756,6.8,1,23.8,0.31,30.0,0.66,Drama
USR-3757,2.8,6,36.4,0.58,44.0,0.35,Comedy
USR-3758,43.7,58,61.2,0.72,3.0,0.16,"Thriller,Sci-Fi"
USR-3759,2.9,1,25.7,0.27,16.0,0.35,"Drama,Comedy"
USR-3760,60.6,69,59.8,0.69,1.0,0.2,"Thriller,Sci-Fi"
USR-3761,16.2,57,55.6,0.47,3.0,0.33,"Documentary,Thriller,Action,Animation"
USR-3762,17.7,25,9.1,0.47,3.0,0.73,"Romance,Animation"
USR-3763,60.4,69,70.3,0.72,2.0,0.16,"Thriller,Action"
USR-3764,52.0,26,80.4,0.62,3.0,0.11,"Sci-Fi,Action,Thriller"
USR-3765,10.4,22,17.9,0.54,6.0,0.71,Animation
USR-3766,9.9,31,23.4,0.37,8.0,0.67,"Animation,Romance"
USR-3767,24.6,27,31.4,0.49,4.0,0.79,Animation
USR-3768,1.1,6,25.2,0.35,38.0,0.47,"Drama,Documentary"
USR-3769,39.0,34,52.6,0.44,5.0,0.4,"Horror,Romance,Drama"
USR-3770,25.3,55,38.1,0.66,6.0,0.31,"Documentary,Sci-Fi,Romance,Animation"
USR-3771,36.9,47,45.2,0.63,6.0,0.49,"Sci-Fi,Drama,Documentary,Comedy"
USR-3772,6.4,1,22.3,0.28,31.0,0.59,Comedy
USR-3773,40.8,38,18.5,0.5,6.0,0.36,"Sci-Fi,Action,Drama"
USR-3774,12.7,24,33.7,0.49,2.0,0.64,Comedy
USR-3775,81.5,27,118.1,0.54,2.0,0.1,"Action,Thriller"
USR-3776,57.9,34,82.6,0.73,2.0,0.13,"Sci-Fi,Thriller"
USR-3777,22.2,29,14.7,0.51,6.0,0.87,Comedy
USR-3778,42.8,42,31.6,0.65,6.0,0.27,"Documentary,Romance,Comedy,Sci-Fi"
USR-3779,17.4,39,30.0,0.57,9.0,0.73,Animation
USR-3780,6.0,5,16.2,0.45,13.0,0.52,Documentary
USR-3781,61.2,66,97.0,0.67,2.0,0.16,"Action,Sci-Fi"
USR-3782,19.9,17,10.9,0.51,4.0,0.87,"Animation,Romance"
USR-3783,78.5,56,103.6,0.61,4.0,0.12,"Thriller,Action,Sci-Fi"
USR-3784,14.6,36,30.8,0.53,8.0,0.79,"Romance,Comedy"
USR-3785,78.5,55,55.5,0.53,2.0,0.13,"Sci-Fi,Action"
USR-3786,43.0,38,49.3,0.63,4.0,0.44,"Thriller,Horror,Documentary,Action,Animation"
USR-3787,53.7,42,76.2,0.78,1.0,0.19,"Action,Thriller,Sci-Fi"
USR-3788,49.9,54,61.5,0.55,6.0,0.35,"Documentary,Romance,Comedy,Action"
USR-3789,36.3,55,74.4,0.41,3.0,0.4,"Documentary,Comedy,Drama"
USR-3790,90.1,61,106.4,0.72,3.0,0.18,"Sci-Fi,Thriller"
USR-3791,8.3,32,37.6,0.59,7.0,0.89,"Animation,Romance"
USR-3792,56.8,60,110.8,0.52,2.0,0.09,"Sci-Fi,Action,Thriller"
USR-3793,56.7,33,48.1,0.53,1.0,0.45,"Animation,Documentary,Sci-Fi"
USR-3794,40.9,38,77.5,0.7,1.0,0.19,"Sci-Fi,Thriller,Action"
USR-3795,11.6,17,9.9,0.46,3.0,0.88,Animation
USR-3796,21.6,39,65.7,0.55,1.0,0.27,"Documentary,Horror,Thriller,Comedy"
USR-3797,0.5,4,31.0,0.61,22.0,0.69,"Documentary,Drama"
USR-3798,17.7,24,34.7,0.52,4.0,0.88,Comedy
USR-3799,39.7,32,46.2,0.61,1.0,0.43,"Thriller,Romance,Drama"
USR-3800,7.6,39,19.2,0.41,5.0,0.83,"Animation,Romance"
USR-3801,70.1,52,51.8,0.58,1.0,0.08,"Thriller,Action"
USR-3802,5.2,5,18.9,0.76,10.0,0.61,Comedy
USR-3803,12.9,31,32.0,0.55,3.0,0.76,Romance
USR-3804,36.7,49,52.9,0.49,1.0,0.47,"Drama,Animation,Comedy,Action"
USR-3805,18.5,36,28.6,0.6,9.0,0.89,Romance
USR-3806,83.6,26,121.8,0.55,4.0,0.06,"Action,Sci-Fi"
USR-3807,77.7,63,66.0,0.65,3.0,0.09,"Action,Sci-Fi"
USR-3808,88.0,57,57.8,0.8,2.0,0.07,"Sci-Fi,Action"
USR-3809,5.5,2,22.3,0.64,13.0,0.65,"Drama,Documentary"
USR-3810,14.8,23,18.6,0.51,2.0,0.8,"Comedy,Animation"
USR-3811,23.5,54,63.7,0.55,2.0,0.27,"Romance,Horror,Comedy,Animation,Documentary"
USR-3812,4.7,5,9.6,0.55,34.0,0.36,Comedy
USR-3813,59.9,34,63.6,0.49,5.0,0.33,"Sci-Fi,Drama,Animation,Action"
USR-3814,17.1,32,26.1,0.31,1.0,0.73,Animation
USR-3815,19.5,25,18.4,0.43,4.0,0.73,Comedy
USR-3816,52.8,48,41.6,0.67,3.0,0.34,"Romance,Thriller,Comedy"
USR-3817,41.1,51,48.6,0.57,3.0,0.28,"Comedy,Horror,Romance,Animation,Drama"
USR-3818,19.6,16,28.6,0.47,3.0,0.7,Comedy
USR-3819,38.7,36,66.3,0.63,1.0,0.27,"Thriller,Romance,Documentary,Sci-Fi"
USR-3820,73.5,40,120.9,0.59,3.0,0.17,"Sci-Fi,Thriller,Action"
USR-3821,70.5,60,76.6,0.62,2.0,0.08,"Thriller,Sci-Fi,Action"
USR-3822,2.6,5,8.7,0.73,44.0,0.58,"Drama,Documentary"
USR-3823,41.5,51,32.0,0.66,3.0,0.32,"Thriller,Drama,Horror"
USR-3824,41.8,40,40.9,0.66,2.0,0.27,"Animation,Comedy,Documentary,Thriller,Action"
USR-3825,61.0,36,96.2,0.6,2.0,0.19,"Action,Sci-Fi"
USR-3826,75.0,40,111.4,0.78,4.0,0.11,"Sci-Fi,Thriller,Action"
